hostname,st_teff,st_met,st_mass,st_rad,sy_dist,disc_year,discoverymethod,mission,sy_dist_ly,st_mass_kg,st_rad_m,planet_count,metallicity_class,spectral_type,last_updated
Kepler-514,6106.0,0.36,1.28,1.44,455.336,2016,Transit,Kepler,1485.10568416,2.54528e+30,1001808000.0,1,solar,F,2025-10-29 17:25:48
Kepler-358,5908.0,0.035,0.94,0.954,1101.1,2014,Transit,Kepler,3591.3037159999994,1.86919e+30,663697800.0,2,solar,G,2025-10-29 17:25:48
Kepler-1377,5218.0,0.05,0.86,0.82,1146.1,2016,Transit,Kepler,3738.0739159999994,1.7101099999999998e+30,570474000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1720,5573.0,-0.04,0.939,0.839,629.445,2021,Transit,Kepler,2052.9726342,1.8672014999999998e+30,583692300.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-866,4751.0,-0.07,0.75,0.71,646.667,2016,Transit,Kepler,2109.14322052,1.491375e+30,493947000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-665,4913.0,-0.03,0.79,0.74,612.838,2016,Transit,Kepler,1998.8079072799997,1.570915e+30,514818000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-922,5671.0,-0.05,0.95,0.93,536.323,2016,Transit,Kepler,1749.24964388,1.889075e+30,647001000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1780,5403.0,0.0,0.868,0.868,790.516,2021,Transit,Kepler,2578.31536496,1.726018e+30,603867600.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1069,5722.0,0.04,0.99,0.98,695.967,2016,Transit,Kepler,2269.9381285199997,1.968615e+30,681786000.0,1,solar,G,2025-10-29 17:25:48
Kepler-253,5208.0,0.15,0.86,0.786,838.595,2014,Transit,Kepler,2735.1279082,1.7101099999999998e+30,546820200.0,3,solar,G,2025-10-29 17:25:48
Kepler-1651,3713.0,-0.16,0.522,0.503,66.4074,2017,Transit,Kepler,216.59171954399997,1.037997e+30,349937100.0,1,sub-solar,M,2025-10-29 17:25:48
Kepler-775,5468.0,-0.04,0.92,0.84,398.676,2016,Transit,Kepler,1300.30569456,1.8294200000000002e+30,584388000.0,1,sub-solar,G,2025-10-29 17:25:48
KIC 10068024,6118.4,0.01,1.22,1.574,721.105,2021,Orbital Brightness Modulation,Kepler,2351.9272238,2.42597e+30,1095031800.0,1,solar,F,2025-10-29 17:25:48
Kepler-369,3591.0,-0.09,0.5,0.471,214.0,2014,Transit,Kepler,697.97384,9.9425e+29,327674700.0,2,sub-solar,M,2025-10-29 17:25:48
Kepler-791,6383.0,0.06,1.3,1.47,1266.34,2016,Transit,Kepler,4130.243890399999,2.5850500000000003e+30,1022679000.0,1,solar,F,2025-10-29 17:25:48
Kepler-657,5808.0,0.03,1.01,1.01,1691.88,2016,Transit,Kepler,5518.1681328,2.008385e+30,702657000.0,1,solar,G,2025-10-29 17:25:48
Kepler-403,6090.0,0.079,1.299,1.329,840.269,2014,Transit,Kepler,2740.58775964,2.5830615e+30,924585300.0,3,solar,F,2025-10-29 17:25:48
Kepler-1630,4736.0,-0.46,0.66,0.63,331.213,2016,Transit,Kepler,1080.27107228,1.3124100000000002e+30,438291000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-133,5736.0,0.282,1.02,1.425,653.6,2014,Transit,Kepler,2131.755616,2.02827e+30,991372500.0,2,solar,G,2025-10-29 17:25:48
Kepler-346,6033.0,0.1,0.943,1.021,984.105,2014,Transit,Kepler,3209.7175038,1.8751554999999998e+30,710309699.9999999,2,solar,F,2025-10-29 17:25:48
Kepler-160,5471.0,0.2,1.003,1.118,937.013,2014,Transit,Kepler,3056.1241202799997,1.9944655e+30,777792600.0000001,3,solar,G,2025-10-29 17:25:48
Kepler-341,6012.0,0.07,0.976,1.024,1047.03,2014,Transit,Kepler,3414.9511667999996,1.940776e+30,712396800.0,4,solar,F,2025-10-29 17:25:48
Kepler-769,6186.0,0.06,1.19,1.28,1169.57,2016,Transit,Kepler,3814.6227291999994,2.366315e+30,890496000.0,2,solar,F,2025-10-29 17:25:48
Kepler-1623,5772.0,0.04,1.0,1.0,837.481,2016,Transit,Kepler,2731.4945303599998,1.9885e+30,695700000.0,1,solar,G,2025-10-29 17:25:48
Kepler-496,5293.0,-0.03,0.86,0.82,605.274,2016,Transit,Kepler,1974.13746744,1.7101099999999998e+30,570474000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1331,4508.0,0.05,0.72,0.69,319.197,2016,Transit,Kepler,1041.0801673199999,1.43172e+30,480032999.99999994,1,solar,K,2025-10-29 17:25:48
Kepler-1246,4611.0,-0.03,0.73,0.69,436.505,2016,Transit,Kepler,1423.6872477999998,1.451605e+30,480032999.99999994,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1126,5798.0,-0.26,0.92,0.93,635.736,2016,Transit,Kepler,2073.49110816,1.8294200000000002e+30,647001000.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-926,5806.0,0.03,1.01,1.01,921.361,2016,Transit,Kepler,3005.07418316,2.008385e+30,702657000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1369,5761.0,0.0,0.99,0.99,1236.56,2016,Transit,Kepler,4033.1146335999997,1.968615e+30,688743000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1136,4512.0,0.03,0.72,0.68,491.406,2016,Transit,Kepler,1602.75015336,1.43172e+30,473076000.00000006,1,solar,K,2025-10-29 17:25:48
Kepler-1356,5106.0,-0.02,0.82,0.78,845.228,2016,Transit,Kepler,2756.76183568,1.6305699999999998e+30,542646000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-605,5462.0,0.02,0.91,0.88,556.58,2016,Transit,Kepler,1815.3190648,1.8095350000000002e+30,612216000.0,2,solar,G,2025-10-29 17:25:48
Kepler-889,5961.0,0.19,1.14,1.25,598.313,2016,Transit,Kepler,1951.43374828,2.2668899999999998e+30,869625000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1504,5393.0,-0.17,0.85,0.81,2435.94,2016,Transit,Kepler,7944.9644664,1.6902249999999998e+30,563517000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1332,5581.0,0.0,0.95,0.9,528.685,2016,Transit,Kepler,1724.3378485999997,1.889075e+30,626130000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-676,3701.0,-0.02,0.51,0.49,295.196,2016,Transit,Kepler,962.79946576,1.014135e+30,340893000.0,1,sub-solar,M,2025-10-29 17:25:48
Kepler-1950,5455.0,-0.34,0.759,0.852,697.253,2021,Transit,Kepler,2274.13249468,1.5092715e+30,592736400.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1984,3638.0,-0.14,0.45,0.42,623.901,2023,Transit,Kepler,2034.8905455599997,8.948250000000001e+29,292194000.0,1,sub-solar,M,2025-10-29 17:25:48
Kepler-598,5245.0,0.03,0.9,0.900316,681.086,2020,Transit,Kepler,2221.40285416,1.7896500000000001e+30,626349841.2,2,solar,G,2025-10-29 17:25:48
Kepler-895,4315.0,-0.16,0.65,0.61,540.134,2016,Transit,Kepler,1761.67944904,1.2925250000000002e+30,424377000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1397,6026.0,0.0,1.09,1.12,1198.25,2016,Transit,Kepler,3908.1642699999998,2.167465e+30,779184000.0000001,1,sub-solar,F,2025-10-29 17:25:48
Kepler-787,4248.0,-0.09,0.65,0.62,503.568,2016,Transit,Kepler,1642.4172460799998,1.2925250000000002e+30,431334000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-646,5634.0,-0.07,0.93,0.91,451.794,2016,Transit,Kepler,1473.5532386399998,1.8493050000000002e+30,633087000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-718,6191.0,0.06,1.18,1.3,1302.33,2016,Transit,Kepler,4247.6274348,2.34643e+30,904410000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1179,5212.0,-0.03,0.84,0.81,415.205,2016,Transit,Kepler,1354.2160198,1.6703399999999998e+30,563517000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1342,5527.0,0.03,0.93,0.9,890.724,2016,Transit,Kepler,2905.14976944,1.8493050000000002e+30,626130000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1544,4886.0,0.02,0.81,0.74,335.09,2016,Transit,Kepler,1092.9161404,1.610685e+30,514818000.0,1,solar,K,2025-10-29 17:25:48
Kepler-1880,4380.0,-0.92,0.524,0.53,611.041,2021,Transit,Kepler,1992.9468839600002,1.0419740000000001e+30,368721000.0,1,low,K,2025-10-29 17:25:48
Kepler-475,5009.0,0.21,0.86,0.79,280.069,2016,Transit,Kepler,913.46184764,1.7101099999999998e+30,549603000.0,1,solar,K,2025-10-29 17:25:48
Kepler-523,5515.0,-0.03,0.93,0.86,253.295,2016,Transit,Kepler,826.1368401999999,1.8493050000000002e+30,598302000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1978,5251.0,-0.04,0.869,0.778,865.512,2023,Transit,Kepler,2822.9193187199994,1.7280065e+30,541254600.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1836,6123.0,-0.14,1.053,0.987,1472.62,2021,Transit,Kepler,4803.0384871999995,2.0938905e+30,686655900.0,1,sub-solar,F,2025-10-29 17:25:48
Kepler-896,5510.0,-0.16,0.877,0.803,2334.93,2023,Transit,Kepler,7615.514290799999,1.7439145e+30,558647100.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-948,5679.0,-0.02,0.96,0.94,868.017,2016,Transit,Kepler,2831.08952652,1.90896e+30,653958000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1715,6212.0,-0.04,1.082,1.209,522.605,2021,Transit,Kepler,1704.5075637999998,2.1515570000000002e+30,841101300.0,1,sub-solar,F,2025-10-29 17:25:48
Kepler-887,6194.0,0.08,1.19,1.29,886.588,2016,Transit,Kepler,2891.6599572799996,2.366315e+30,897453000.0,2,solar,F,2025-10-29 17:25:48
Kepler-177,5732.0,-0.11,0.921,1.324,1435.44,2013,Transit,Kepler,4681.7736864,1.8314085e+30,921106800.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-1885,5591.0,0.07,0.977,0.86,818.482,2021,Transit,Kepler,2669.52815192,1.9427645e+30,598302000.0,1,solar,G,2025-10-29 17:25:48
Kepler-52,4075.0,0.0,0.54,0.52,321.542,2012,Transit,Kepler,1048.72852552,1.07379e+30,361764000.0,3,sub-solar,K,2025-10-29 17:25:48
Kepler-572,5212.0,-0.1,0.83,0.79,504.667,2016,Transit,Kepler,1646.0017005199998,1.6504549999999998e+30,549603000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1450,4524.0,-0.02,0.71,0.68,505.829,2016,Transit,Kepler,1649.79163324,1.411835e+30,473076000.00000006,1,sub-solar,K,2025-10-29 17:25:48
Kepler-635,6174.0,0.41,1.33,1.51,1141.08,2016,Transit,Kepler,3721.7008847999996,2.6447050000000003e+30,1050507000.0,1,solar,F,2025-10-29 17:25:48
Kepler-882,5476.0,-0.03,0.9,0.87,504.605,2016,Transit,Kepler,1645.7994838,1.7896500000000001e+30,605259000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-559,5630.0,0.03,0.96,0.95,776.708,2016,Transit,Kepler,2533.27974448,1.90896e+30,660915000.0,1,solar,G,2025-10-29 17:25:48
Kepler-83,4648.0,-0.2,0.58,0.594,400.409,2014,Transit,Kepler,1305.95797804,1.15333e+30,413245800.0,3,sub-solar,K,2025-10-29 17:25:48
Kepler-143,5848.0,-0.01,0.982,1.359,809.467,2014,Transit,Kepler,2640.12518852,1.952707e+30,945456300.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-272,5297.0,0.04,0.91,0.929,889.608,2014,Transit,Kepler,2901.5098684799996,1.8095350000000002e+30,646305300.0,3,solar,G,2025-10-29 17:25:48
Kepler-1116,5641.0,0.01,0.95,0.93,1008.57,2016,Transit,Kepler,3289.5115692,1.889075e+30,647001000.0,1,solar,G,2025-10-29 17:25:48
Kepler-35,5606.0,-0.34,0.8877,1.0284,1819.17,2011,Transit,Kepler,5933.3321052,1.7651914500000001e+30,715457880.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1511,6064.0,0.14,1.17,1.29,1475.6,2016,Transit,Kepler,4812.757935999999,2.326545e+30,897453000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1426,5831.0,0.03,1.02,1.02,1697.81,2016,Transit,Kepler,5537.509183599999,2.02827e+30,709614000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1988,6033.0,-0.1,1.127,1.788,513.426,2023,Transit,Kepler,1674.56970456,2.2410395e+30,1243911600.0,1,sub-solar,F,2025-10-29 17:25:48
Kepler-622,4201.0,-0.09,0.64,0.61,284.761,2016,Transit,Kepler,928.76508716,1.27264e+30,424377000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-227,5854.0,0.1,0.954,1.091,1083.06,2014,Transit,Kepler,3532.4651735999996,1.897029e+30,759008700.0,2,solar,G,2025-10-29 17:25:48
Kepler-678,5520.0,0.07,0.94,0.91,1826.15,2016,Transit,Kepler,5956.097794,1.86919e+30,633087000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1268,5904.0,0.05,1.06,1.09,1840.77,2016,Transit,Kepler,6003.7818012,2.10781e+30,758313000.0,1,solar,G,2025-10-29 17:25:48
Kepler-427,5800.0,-0.19,0.96,1.35,1017.8,2014,Transit,Kepler,3319.6157679999997,1.90896e+30,939195000.0000001,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1874,4701.0,0.24,0.758,0.775,408.007,2021,Transit,Kepler,1330.73931092,1.507283e+30,539167500.0,1,solar,K,2025-10-29 17:25:48
Kepler-44,5800.0,0.15,1.12,1.35,1188.0,2011,Transit,Kepler,3874.73328,2.22712e+30,939195000.0000001,1,solar,G,2025-10-29 17:25:48
Kepler-1535,6021.0,0.0,1.08,1.11,897.733,2016,Transit,Kepler,2928.0100434799997,2.14758e+30,772227000.0000001,1,sub-solar,F,2025-10-29 17:25:48
Kepler-1460,4422.0,-0.02,0.7,0.67,553.218,2016,Transit,Kepler,1804.3537000799997,1.39195e+30,466119000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-611,5761.0,0.06,1.01,1.01,1395.56,2016,Transit,Kepler,4551.7026736,2.008385e+30,702657000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1904,3805.0,-0.1,0.526,0.497,270.854,2021,Transit,Kepler,883.40657224,1.0459510000000001e+30,345762900.0,1,sub-solar,M,2025-10-29 17:25:48
Kepler-473,5816.0,0.12,1.06,1.34,905.937,2016,Transit,Kepler,2954.76788172,2.10781e+30,932238000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1061,6067.0,-0.03,1.09,1.07,543.375,2016,Transit,Kepler,1772.250165,2.167465e+30,744399000.0,1,sub-solar,F,2025-10-29 17:25:48
Kepler-865,5440.0,-0.24,0.782,0.885,586.137,2023,Transit,Kepler,1911.7209937199998,1.555007e+30,615694500.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-329,4257.0,-0.44,0.602,0.523,439.719,2014,Transit,Kepler,1434.1699016399998,1.1970769999999999e+30,363851100.0,2,sub-solar,K,2025-10-29 17:25:48
Kepler-1585,5538.0,0.08,0.94,0.91,944.465,2016,Transit,Kepler,3080.4292654,1.86919e+30,633087000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1068,5806.0,0.03,1.01,1.01,1473.61,2016,Transit,Kepler,4806.267431599999,2.008385e+30,702657000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1856,4948.0,0.14,0.782,0.816,848.76,2021,Transit,Kepler,2768.2816656,1.555007e+30,567691200.0,1,solar,K,2025-10-29 17:25:48
Kepler-7,5933.0,0.11,1.359,1.966,922.562,2009,Transit,Kepler,3008.9913167199998,2.7023715e+30,1367746200.0,1,solar,G,2025-10-29 17:25:48
Kepler-1799,5831.0,0.0,1.016,0.921,2254.69,2021,Transit,Kepler,7353.8067163999995,2.020316e+30,640739700.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1169,6191.0,0.26,1.24,1.23,522.823,2016,Transit,Kepler,1705.2185838799999,2.46574e+30,855711000.0,1,solar,F,2025-10-29 17:25:48
Kepler-861,5047.0,0.01,0.82,0.78,850.327,2016,Transit,Kepler,2773.3925301199997,1.6305699999999998e+30,542646000.0,1,solar,K,2025-10-29 17:25:48
Kepler-1305,5701.0,0.01,0.97,0.96,1575.23,2016,Transit,Kepler,5137.7071588,1.928845e+30,667872000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1144,5753.0,-0.03,0.98,0.96,1140.57,2016,Transit,Kepler,3720.0374891999995,1.94873e+30,667872000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-489,5014.0,0.0,0.82,0.76,369.645,2016,Transit,Kepler,1205.6193461999999,1.6305699999999998e+30,528732000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1162,5225.0,0.14,0.861,0.859,940.211,2023,Transit,Kepler,3066.55458916,1.7120985e+30,597606300.0,2,solar,G,2025-10-29 17:25:48
Kepler-839,6058.0,0.29,1.22,1.31,944.561,2016,Transit,Kepler,3080.74237516,2.42597e+30,911367000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1088,5975.0,0.05,1.08,1.08,280.629,2016,Transit,Kepler,915.28832124,2.14758e+30,751356000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1597,6377.0,0.02,1.25,1.39,1221.05,2016,Transit,Kepler,3982.5278379999995,2.485625e+30,967022999.9999999,1,solar,F,2025-10-29 17:25:48
Kepler-960,4755.0,0.02,0.77,0.72,284.916,2016,Transit,Kepler,929.27062896,1.531145e+30,500904000.0,1,solar,K,2025-10-29 17:25:48
Kepler-261,5098.0,0.1621,0.834,0.794,317.499,2014,Transit,Kepler,1035.54203844,1.658409e+30,552385800.0,2,solar,K,2025-10-29 17:25:48
Kepler-1560,5815.0,0.04,1.02,1.02,502.497,2016,Transit,Kepler,1638.92411532,2.02827e+30,709614000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1440,5698.0,0.04,0.98,0.96,1115.35,2016,Transit,Kepler,3637.7809459999994,1.94873e+30,667872000.0,1,solar,G,2025-10-29 17:25:48
Kepler-188,6021.0,0.15,1.021,1.141,968.544,2014,Transit,Kepler,3158.9643686399995,2.0302584999999998e+30,793793700.0,2,solar,F,2025-10-29 17:25:48
Kepler-1386,5733.0,0.11,1.02,1.03,835.882,2016,Transit,Kepler,2726.2792959199996,2.02827e+30,716571000.0,1,solar,G,2025-10-29 17:25:48
Kepler-588,5835.0,0.0,1.01,1.0,1209.4,2016,Transit,Kepler,3944.530664,2.008385e+30,695700000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-693,4881.0,-0.1,0.76,0.72,1151.51,2016,Transit,Kepler,3755.7189556,1.51126e+30,500904000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1380,5570.0,0.1,0.96,0.94,2462.94,2016,Transit,Kepler,8033.026586399999,1.90896e+30,653958000.0,1,solar,G,2025-10-29 17:25:48
Kepler-528,5807.0,0.02,1.01,1.06,784.23,2016,Transit,Kepler,2557.8131988,2.008385e+30,737442000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1533,6431.0,0.03,1.31,1.51,966.801,2016,Transit,Kepler,3153.27946956,2.6049350000000003e+30,1050507000.0,1,solar,F,2025-10-29 17:25:48
Kepler-820,6260.0,0.09,1.23,1.36,1387.2,2016,Transit,Kepler,4524.436032,2.445855e+30,946152000.0000001,1,solar,F,2025-10-29 17:25:48
Kepler-1942,5834.0,-0.5,0.852,0.797,842.492,2021,Transit,Kepler,2747.8382075199997,1.694202e+30,554472900.0,1,low,G,2025-10-29 17:25:48
Kepler-1469,5507.0,0.02,0.92,0.89,1159.3,2016,Transit,Kepler,3781.126508,1.8294200000000002e+30,619173000.0,1,solar,G,2025-10-29 17:25:48
