pl_name,hostname,disc_facility,discoverymethod,disc_year,st_teff,st_met,st_rotp,st_mass,st_rad,sy_pnum,sy_snum,sy_dist,survey
HD 21520 b,HD 21520,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5871.0,0.049,,1.09,1.044,1,1,79.208,TESS
TOI-5688 A b,TOI-5688 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3713.0,0.47,,0.6,0.57,1,2,226.318,TESS
TOI-4641 b,TOI-4641,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6560.0,-0.09,,1.41,1.72,1,1,86.3501,TESS
TOI-2120 b,TOI-2120,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3131.0,0.39,,0.211,0.245,1,1,32.1755,TESS
TOI-4010 c,TOI-4010,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4960.0,0.37,37.7,0.88,0.83,4,1,177.504,TESS
TOI-700 b,TOI-700,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3459.0,-0.07,54.0,0.415,0.421,4,1,31.1265,TESS
TOI-201 b,TOI-201,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,6394.0,0.24,,1.316,1.339,2,1,113.825,TESS
TOI-4495.01,TOI-4495,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6156.0,,,1.168817,1.34,1,1,132.214,TESS
TOI-1743 b,TOI-1743,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,3277.0,0.22,,0.339,0.338,1,1,41.2758,TESS
TOI-1181 b,TOI-1181,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,6054.0,0.38,8.7,1.467,1.961,1,1,302.819,TESS
TOI-1853 b,TOI-1853,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4985.0,0.11,,0.837,0.808,1,1,165.105,TESS
TOI-4551 b,TOI-4551,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4896.0,0.23,,1.31,3.55,1,1,215.986,TESS
TIC 4672985 b,TIC 4672985,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5757.0,0.14,,1.01,1.15,1,1,253.385,TESS
TOI-2989 b,TOI-2989,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,4672.0,-0.04,30.0,0.77,0.76,1,1,195.795,TESS
AU Mic b,AU Mic,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3678.0,0.23,4.856,0.51,0.744,4,1,9.7221,TESS
TOI-163 b,TOI-163,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,6495.0,0.22,,1.4352,1.648,1,1,411.719,TESS
TOI-2337 b,TOI-2337,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4780.0,0.39,,1.325,3.22,1,1,536.046,TESS
TOI-1824 b,TOI-1824,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5165.0,0.124,,0.8801,0.8123,1,1,59.4314,TESS
TOI-1799 b,TOI-1799,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5690.0,-0.064,,1.01,0.957,1,1,62.1274,TESS
TOI-2141 b,TOI-2141,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5635.0,-0.14,21.0,0.896,0.95,3,1,77.682,TESS
HD 101581 b,HIP 56998,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,4675.0,-0.343,,0.653,0.63,2,1,12.7781,TESS
TOI-1883 b,TOI-1883,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3477.0,,,0.492,0.494,1,1,115.369,TESS
TOI-4562 b,TOI-4562,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6096.0,0.08,3.86,1.192,1.152,2,1,339.605,TESS
TOI-2322 c,TOI-2322,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,4664.0,-0.12,21.28,0.703,0.662,2,1,59.861,TESS
GJ 3090 b,GJ 3090,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3556.0,-0.06,,0.519,0.516,1,1,22.4751,TESS
HD 235088 b,HD 235088,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5075.0,-0.02,12.17,0.849,0.772,1,1,41.1706,TESS
TOI-1683.01,TOI-1683,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4402.0,,,0.694661,0.7,1,1,51.1884,TESS
TOI-206 b,TOI-206,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3383.0,,,0.35,0.35,1,1,47.7465,TESS
TOI-270 c,TOI-270,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,3506.0,-0.17,,0.386,0.38,3,1,22.4793,TESS
TOI-2158 b,TOI-2158,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5673.0,0.47,19.0,1.12,1.41,1,1,198.473,TESS
GJ 3929 b,GJ 3929,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3384.0,-0.02,122.0,0.313,0.32,2,1,15.8095,TESS
TOI-1408 b,TOI-1408,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6117.0,0.25,7.91,1.312,1.53,2,1,139.484,TESS
TOI-3688 A b,TOI-3688 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5950.0,0.262,,1.199,1.302,1,2,396.378,TESS
TOI-286 b,TOI-286,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5152.0,-0.05,36.0,0.832,0.78,2,1,59.2293,TESS
TOI-5398 b,TOI-5398,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,6000.0,0.09,7.34,1.146,1.051,2,1,130.855,TESS
TOI-640 b,TOI-640,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,6460.0,0.072,,1.536,2.082,1,1,341.997,TESS
HD 15906 b,HD 15906,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4757.0,0.02,,0.79,0.762,2,1,45.5621,TESS
TOI-1279 b,TOI-1279,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5457.0,-0.079,,0.8784,0.8426,1,1,107.055,TESS
TOI-1807 b,TOI-1807,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,4914.0,0.044,8.8,0.8048,0.746,1,1,42.5775,TESS
GJ 357 b,GJ 357,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,3505.0,-0.12,77.8,0.342,0.337,3,1,9.44181,TESS
TOI-1860 b,TOI-1860,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5752.0,0.04,4.43,0.99,0.94,1,1,45.864,TESS
TOI-3819 b,TOI-3819,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5859.0,0.273,,1.242,1.538,1,1,558.141,TESS
TOI-5592 b,TOI-5592,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6237.0,-0.013,,1.194,1.393,1,1,597.026,TESS
TOI-1444 b,TOI-1444,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5460.0,0.146,,0.9513,0.9105,1,1,125.463,TESS
TOI-1634 b,TOI-1634,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,3472.0,0.19,77.0,0.451,0.45,2,2,35.2736,TESS
TOI-1269 b,TOI-1269,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5499.0,-0.049,,0.9027,0.8521,1,1,172.138,TESS
TOI-2236 b,TOI-2236,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,6248.0,0.119,,1.343,1.573,1,1,355.59,TESS
HIP 113103 b,HIP 113103,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4930.0,-0.1,9.92,0.761,0.742,2,1,46.2122,TESS
GJ 143 b,GJ 143,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,4640.0,0.003,,0.73,0.695,2,1,16.32,TESS
TOI-2580 b,TOI-2580,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6120.0,0.26,12.4,1.33,1.81,1,1,379.253,TESS
TOI-1659.01,TOI-1659,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5977.0,,,1.1,1.006,1,1,122.494,TESS
TOI-2084 b,TOI-2084,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3551.0,-0.13,,0.453,0.475,1,2,114.549,TESS
TOI-2969 b,TOI-2969,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,4738.0,0.08,26.8,0.71,0.7,1,1,163.996,TESS
TOI-2458 b,TOI-2458,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6005.0,-0.1,8.9,1.05,1.31,2,1,112.958,TESS
TIC 365102760 b,TIC 365102760,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4900.0,0.09,,1.17,3.13,1,1,555.546,TESS
TOI-1224 c,TOI-1224,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3326.0,,1.23,0.4,0.404,2,1,37.3312,TESS
TOI-1422 b,TOI-1422,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5840.0,-0.09,,0.981,1.019,1,1,155.141,TESS
TOI-1347 b,TOI-1347,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5464.0,0.04,16.1,0.913,0.83,2,1,147.476,TESS
TOI-1173 b,TOI-1173,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5350.0,0.139,,0.911,0.934,1,2,132.353,TESS
HD 152843 c,HD 152843,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,6310.0,-0.16,,1.15,1.43,2,1,107.898,TESS
TOI-4342 b,TOI-4342,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3901.0,,,0.6296,0.599,2,1,61.5204,TESS
HR 858 c,HR 858,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,6354.0,0.025,6.7,1.204,1.258,3,2,31.964,TESS
HD 22946 d,HD 22946,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6169.0,-0.08,,1.098,1.117,3,1,62.7792,TESS
TOI-1301.01,TOI-1301,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4820.0,,,0.77,0.732,1,1,90.8693,TESS
TOI-431 b,TOI-431,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,4850.0,0.2,30.5,0.78,0.731,3,1,32.5686,TESS
TOI-2015 b,TOI-2015,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3297.0,-0.31,8.7,0.3041,0.3273,2,1,47.3444,TESS
TOI-411 c,HD 22946,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,6169.0,-0.08,,1.098,1.117,3,1,62.7792,TESS
TOI-1467 b,TOI-1467,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3834.0,-0.062,,0.489,0.491,1,1,37.4418,TESS
TOI-2529 b,TOI-2529,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5802.0,0.1,,1.11,1.7,1,1,296.271,TESS
TOI-5340 b,TOI-5340,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5990.0,0.208,,1.35,1.842,1,1,532.629,TESS
TOI-880 c,TOI-880,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5050.0,0.23,,0.87,0.83,2,1,60.6679,TESS
TOI-1278 b,TOI-1278,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,3799.0,-0.01,,0.54,0.573,1,1,75.5759,TESS
TOI-5799 c,TOI-5799,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,3452.0,0.01,,0.325,0.321,2,1,27.8123,TESS
TOI-5082.01,TOI-5082,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5670.0,0.09,,0.99665,0.93,1,1,43.1406,TESS
TOI-1450 A b,TOI-1450 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3437.0,-0.12,35.0,0.48,0.483,2,2,22.4467,TESS
WASP-132 c,WASP-132,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4686.0,0.15,33.0,0.789,0.758,3,1,122.91,TESS
TOI-1260 d,TOI-1260,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4227.0,-0.1,30.63,0.679,0.672,3,1,73.5977,TESS
TOI-913 b,TOI-913,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4969.0,-0.133,,0.82,0.7325,1,1,65.1769,TESS
TOI-564 b,TOI-564,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5640.0,0.143,,0.998,1.088,1,1,199.581,TESS
TOI-481 b,TOI-481,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5735.0,0.26,,1.14,1.66,1,1,179.366,TESS
HD 23472 e,HD 23472,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4684.0,-0.2,40.1,0.67,0.71,5,1,39.0341,TESS
GJ 3473 b,GJ 3473,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3347.0,0.11,168.3,0.36,0.364,2,2,27.3644,TESS
TOI-216.01,TOI-216,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,5026.0,0.32,,0.77,0.748,2,1,177.945,TESS
TOI-257 b,TOI-257,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,6095.0,0.175,,1.407,1.867,1,1,76.9028,TESS
TOI-1823 b,TOI-1823,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4927.0,0.243,,0.8414,0.8049,1,1,71.6456,TESS
TOI-544 b,TOI-544,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4169.0,-0.17,19.343,0.631,0.623,2,1,41.1166,TESS
TOI-2134 b,TOI-2134,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4580.0,0.12,45.78,0.744,0.709,2,1,22.6202,TESS
TOI-2076 c,TOI-2076,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5192.0,0.02,7.21,0.8557,0.796,4,1,41.9091,TESS
HIP 97166 b,HIP 97166,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5216.0,0.248,,0.9342,0.8418,2,1,65.9501,TESS
TOI-558 b,TOI-558,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,6466.0,-0.004,,1.349,1.496,1,1,402.63,TESS
HD 23472 b,HD 23472,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,4684.0,-0.2,40.1,0.67,0.71,5,1,39.0341,TESS
TOI-1859 b,TOI-1859,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6341.0,0.12,,1.287,1.36,1,1,224.385,TESS
HD 5278 b,HD 5278,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,6203.0,-0.12,16.8,1.126,1.194,2,1,57.5846,TESS
TOI-763 c,TOI-763,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5450.0,0.01,27.0,0.917,0.897,2,1,95.1274,TESS
HD 108236 c,HD 108236,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5660.0,-0.28,,0.869,0.877,5,1,64.5978,TESS
TOI-5322 b,TOI-5322,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5692.0,-0.048,,0.998,1.462,1,1,476.899,TESS
HD 21749 c,GJ 143,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,4640.0,0.003,,0.73,0.695,2,1,16.32,TESS
TOI-216.02,TOI-216,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,5026.0,0.32,,0.77,0.748,2,1,177.945,TESS
TOI-2328 b,TOI-2328,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5525.0,0.09,,0.95,0.9,1,1,231.782,TESS
TOI-2152 A b,TOI-2152,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6630.0,0.282,,1.516,1.612,1,3,303.006,TESS
TOI-2524 b,TOI-2524,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5831.0,0.06,,1.007,1.119,1,1,438.842,TESS
TOI-1451 b,TOI-1451,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5801.0,0.019,,1.0022,1.0162,1,1,91.9362,TESS
TOI-663 b,TOI-663,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3681.0,0.07,30.0,0.514,0.512,3,1,64.2308,TESS
TOI-1259 A b,TOI-1259 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,4775.0,-0.5,,0.744,0.711,1,2,118.106,TESS
LP 890-9 b,LP 890-9,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,2850.0,-0.028,,0.118,0.1556,2,1,32.4298,TESS
TOI-824 b,TOI-824,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,4600.0,-0.092,,0.71,0.695,1,1,63.9262,TESS
HD 28109 c,HD 28109,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,6120.0,0.0,,1.26,1.446,3,1,139.611,TESS
TOI-260 b,TOI-260,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4026.0,-0.47,31.0,0.616,0.607,1,1,20.1852,TESS
TOI-813 b,TOI-813,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5907.0,0.1,,1.32,1.94,1,1,263.145,TESS
TOI-3629 b,TOI-3629,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3870.0,0.4,,0.63,0.6,1,1,130.091,TESS
TOI-712 c,TOI-712,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4622.0,-0.02,12.454,0.732,0.674,3,1,58.6212,TESS
TOI-2589 b,TOI-2589,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5579.0,0.12,,0.93,1.07,1,1,200.273,TESS
NGTS-27 b,NGTS-27,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5700.0,0.0,,1.07,1.77,1,1,942.122,TESS
TOI-1227 b,TOI-1227,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3072.0,,1.65,0.17,0.56,1,1,100.641,TESS
TOI-2048 b,TOI-2048,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5185.0,0.02,7.97,0.83,0.79,1,1,116.567,TESS
TOI-2107 b,TOI-2107,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5627.0,0.07,,0.961,0.932,1,1,236.705,TESS
TOI-238 b,TOI-238,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5080.0,-0.05,26.0,0.788,0.75,2,1,80.5407,TESS
