hostname,st_teff,st_met,st_mass,st_rad,sy_dist,disc_year,discoverymethod,mission,sy_dist_ly,st_mass_kg,st_rad_m,planet_count,metallicity_class,spectral_type,last_updated,st_teff_norm,st_met_norm,st_mass_norm,st_rad_norm,planet_occurrence_class
Kepler-829,5698.0,0.03,0.98,0.97,1073.76,2016,Transit,Kepler,3502.1326656,1.9487300000000002e+30,674829000.0,1,solar,G,2025-10-29 17:25:48,0.21789985615868382,0.060738643875355804,0.15261986997087015,-0.10771715898910794,single
Kepler-344,5774.0,0.0399,0.931,0.976,1002.94,2014,Transit,Kepler,3271.1489864,1.8512935e+30,679003200.0,2,solar,G,2025-10-29 17:25:48,0.28723058546525754,0.12247119459964659,-0.050312624696910266,-0.09361236526736166,few
Kepler-246,5206.0,0.2,0.853,0.831,626.078,2014,Transit,Kepler,2041.99096168,1.6961905e+30,578126700.0,2,solar,G,2025-10-29 17:25:48,-0.23092539145755658,1.1207925452015612,-0.3733480243721533,-0.43447821354289656,few
Kepler-992,4944.0,-0.04,0.8,0.74,259.639,2016,Transit,Kepler,846.82817684,1.5908e+30,514818000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.46993395827758705,-0.37575413902366994,-0.5928464369719975,-0.6484009183227148,single
Kepler-1111,6077.0,0.02,1.1,1.15,841.536,2016,Transit,Kepler,2744.7201561599995,2.18735e+30,800054999.9999999,1,solar,F,2025-10-29 17:25:48,0.563641256253308,-0.001617467967362149,0.6495974079327825,0.31542665266328,single
Kepler-923,5988.0,0.07,1.11,1.26,1000.28,2016,Transit,Kepler,3262.4732367999995,2.207235e+30,876582000.0,1,solar,G,2025-10-29 17:25:48,0.4824513232495572,0.3101630912462277,0.691012202762942,0.5740145375619619,single
Kepler-1273,5566.0,0.03,0.94,0.91,1114.24,2016,Transit,Kepler,3634.1606144,1.8691900000000002e+30,633087000.0,1,solar,G,2025-10-29 17:25:48,0.0974833263104242,0.060738643875355804,-0.013039309349767299,-0.2487650962065705,single
Kepler-36,5979.0,-0.18,1.034,1.634,527.956,2012,Transit,Kepler,1721.96017136,2.056109e+30,1136773800.0,2,sub-solar,G,2025-10-29 17:25:48,0.4742411053053577,-1.2487397048217215,0.37625976205373074,1.453213346217479,few
Kepler-183,5888.0,0.11,0.99,0.958,1050.64,2014,Transit,Kepler,3426.7253984,1.968615e+30,666480600.0,2,solar,G,2025-10-29 17:25:48,0.39122667942511813,0.5595875386170995,0.19403466480102952,-0.1359267464326005,few
Kepler-179,5302.0,0.12,0.893,0.759,605.68,2014,Transit,Kepler,1975.4616608,1.7757304999999997e+30,528036300.0,2,solar,G,2025-10-29 17:25:48,-0.14334973338609505,0.6219436504598175,-0.20768884505151586,-0.6037357382038516,few
Kepler-1745,5611.0,0.16,0.995,1.4,996.105,2021,Transit,Kepler,3248.8562238,1.9785575e+30,973980000.0,1,solar,G,2025-10-29 17:25:48,0.13853441603142178,0.8713680978306894,0.2147420622161092,0.9031263910693745,single
Kepler-806,5770.0,0.0,0.99,1.16,361.896,2016,Transit,Kepler,1180.34551776,1.968615e+30,807012000.0,1,sub-solar,G,2025-10-29 17:25:48,0.28358159971228,-0.1263296916527981,0.19403466480102952,0.3389346421995238,single
Kepler-902,5647.0,0.0,0.95,0.93,1165.34,2016,Transit,Kepler,3800.8263303999993,1.889075e+30,647001000.0,1,sub-solar,G,2025-10-29 17:25:48,0.17137528780821987,-0.1263296916527981,0.028375485480392065,-0.2017491171340829,single
Kepler-1854,5026.0,0.0,0.8,0.759,423.348,2021,Transit,Kepler,1380.77490288,1.5908e+30,528036300.0,1,sub-solar,K,2025-10-29 17:25:48,-0.39512975034154696,-0.1263296916527981,-0.5928464369719975,-0.6037357382038516,single
Kepler-894,5603.0,-0.25,0.87,0.85,1162.91,2016,Transit,Kepler,3792.9007396,1.7299949999999998e+30,591345000.0,1,sub-solar,G,2025-10-29 17:25:48,0.13123644452546665,-1.6852324877207472,-0.30294287316088236,-0.38981303342403334,single
Kepler-1794,5052.0,0.02,0.773,0.816,561.229,2021,Transit,Kepler,1830.48205724,1.5371105e+30,567691200.0,1,solar,K,2025-10-29 17:25:48,-0.3714113429471928,-0.001617467967362149,-0.7046663830134278,-0.46974019784726223,single
Kepler-438,3748.0,0.16,0.544,0.52,195.94287175,2015,Transit,Kepler,639.07943278493,1.081744e+30,361764000.0,1,solar,M,2025-10-29 17:25:48,-1.5609806984178787,0.8713680978306894,-1.6530651846240763,-1.165576688120078,single
Kepler-817,5861.0,0.02,1.03,1.03,1484.46,2016,Transit,Kepler,4841.6553576,2.048155e+30,716571000.0,1,solar,G,2025-10-29 17:25:48,0.3665960255925195,-0.001617467967362149,0.359693844121667,0.033330778228354875,single
Kepler-1423,4939.0,-0.02,0.79,0.75,449.0,2016,Transit,Kepler,1464.44044,1.570915e+30,521775000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.474495190468809,-0.25104191533823406,-0.6342612318021569,-0.6248929287864711,single
Kepler-1894,5772.0,0.0,0.999,0.901,935.191,2023,Transit,Kepler,3050.18155796,1.9865115e+30,626825700.0,2,sub-solar,G,2025-10-29 17:25:48,0.28540609258876876,-0.1263296916527981,0.23130798014817294,-0.26992228678918995,few
Kepler-884,5715.0,0.05,1.0,0.94,476.733,2016,Transit,Kepler,1554.8932834799998,1.9885e+30,653958000.0,1,solar,G,2025-10-29 17:25:48,0.23340804560883846,0.18545086756079177,0.23544945963118888,-0.17824112759783936,single
Kepler-1831,6063.0,0.07,1.117,1.012,1053.49,2021,Transit,Kepler,3436.0208444,2.2211545e+30,704048400.0,1,solar,F,2025-10-29 17:25:48,0.5508698061178865,0.3101630912462277,0.720002559144053,-0.00898360293688397,single
Kepler-1797,6244.0,-0.2,1.069,1.009,1338.49,2021,Transit,Kepler,4365.5654444,2.1257064999999997e+30,701961299.9999999,1,sub-solar,F,2025-10-29 17:25:48,0.7159864114401213,-1.3734519285071574,0.521211543959288,-0.016035999797757373,single
Kepler-1019,4433.0,0.01,0.7,0.67,194.182,2016,Transit,Kepler,633.3362439199999,1.3919500000000002e+30,466119000.0,1,solar,K,2025-10-29 17:25:48,-0.9360918882204708,-0.06397357981008012,-1.0069943852735912,-0.8129568450764213,single
Kepler-904,6160.0,0.05,1.16,1.25,978.125,2016,Transit,Kepler,3190.213375,2.3066600000000001e+30,869625000.0,1,solar,F,2025-10-29 17:25:48,0.6393577106275925,0.18545086756079177,0.8980861769137378,0.550506548025718,single
Kepler-1223,4870.0,0.04,0.8,0.75,459.957,2016,Transit,Kepler,1500.17735292,1.5908e+30,521775000.0,1,solar,K,2025-10-29 17:25:48,-0.537440194707672,0.12309475571807378,-0.5928464369719975,-0.6248929287864711,single
Kepler-97,5779.0,-0.2,0.94,0.98,400.907,2014,Transit,Kepler,1307.5822349199998,1.8691900000000002e+30,681786000.0,1,sub-solar,G,2025-10-29 17:25:48,0.2917918176564795,-1.3734519285071574,-0.013039309349767299,-0.08420916945286414,single
Kepler-1909,4935.0,-0.42,0.663,0.685,763.662,2021,Transit,Kepler,2490.72943272,1.3183754999999998e+30,476554500.00000006,1,sub-solar,K,2025-10-29 17:25:48,-0.47814417622178657,-2.7452863890469525,-1.1602291261451803,-0.7776948607720555,single
Kepler-905,5461.0,0.09,0.95,0.86,529.268,2016,Transit,Kepler,1726.23933808,1.889075e+30,598302000.0,1,solar,G,2025-10-29 17:25:48,0.0016974502947631304,0.4348753149316636,0.028375485480392065,-0.3663050438877895,single
KOI-55,27730.0,-0.106,0.496,0.203,1231.02,2011,Orbital Brightness Modulation,Kepler,4015.0455912,9.86296e+29,141227100.0,2,sub-solar,A,2025-10-29 17:25:48,20.316513383559105,-0.7873044771856084,-1.8518561998088412,-1.9107799564190058,few
Kepler-558,5242.0,-0.06,0.85,0.81,661.876,2016,Transit,Kepler,2158.74828656,1.6902249999999998e+30,563517000.0,1,sub-solar,G,2025-10-29 17:25:48,-0.19808451968075852,-0.5004663627091058,-0.38577246282120115,-0.4838449915690083,single
Kepler-1775,5818.0,0.24,1.149,1.647,657.023,2021,Transit,Kepler,2142.91993588,2.2847864999999998e+30,1145817900.0,1,solar,G,2025-10-29 17:25:48,0.3273694287480107,1.370216992572433,0.8525299026005629,1.483773732614596,single
Kepler-730,5620.0,0.21,1.047,1.411,1935.04,2016,Transit,Kepler,6311.249062399999,2.0819595e+30,981632700.0,2,solar,G,2025-10-29 17:25:48,0.14674463397562132,1.183148657044279,0.43009899533293744,0.928985179559243,few
Kepler-907,6106.0,-0.15,1.08,1.38,352.0,2016,Transit,Kepler,1148.06912,2.14758e+30,960066000.0,1,sub-solar,F,2025-10-29 17:25:48,0.5900964029623954,-1.0616713692935675,0.5667678182724638,0.856110411996887,single
Kepler-823,5643.0,0.06,0.98,0.96,1389.27,2016,Transit,Kepler,4531.187461199999,1.9487300000000002e+30,667872000.0,1,solar,G,2025-10-29 17:25:48,0.1677263020552423,0.2478069794035097,0.15261986997087015,-0.13122514852535175,single
Kepler-5,6297.0,0.04,1.374,1.793,899.777,2009,Transit,Kepler,2934.67667212,2.732199e+30,1247390100.0,1,solar,F,2025-10-29 17:25:48,0.764335472667074,0.12309475571807378,1.7843627862791482,1.8269903798437552,single
Kepler-225,3682.0,-0.04,0.593,0.48,561.101,2014,Transit,Kepler,1830.06457756,1.1791804999999998e+30,333936000.0,2,sub-solar,M,2025-10-29 17:25:48,-1.6211889633420085,-0.37575413902366994,-1.4501326899562959,-1.2596086462650533,few
Kepler-1263,5213.0,-0.03,0.84,0.8,664.83,2016,Transit,Kepler,2168.3829348,1.6703399999999998e+30,556560000.0,1,sub-solar,G,2025-10-29 17:25:48,-0.22453966638984585,-0.313398027180952,-0.4271872576513605,-0.5073529811052521,single
Kepler-1843,5422.0,0.02,1.02,1.782,784.625,2021,Transit,Kepler,2559.101515,2.0282700000000003e+30,1239737400.0,1,solar,G,2025-10-29 17:25:48,-0.03388016079676812,-0.001617467967362149,0.31827904929150763,1.8011315913538872,single
Kepler-1741,3683.0,-0.22,0.454,0.424,270.739,2021,Transit,Kepler,883.0314928399998,9.02779e+29,294976800.0,1,sub-solar,M,2025-10-29 17:25:48,-1.6202767169037642,-1.4981641521925932,-2.0257983380955102,-1.3912533876680186,single
Kepler-314,5378.0,0.322,0.99,0.95,268.881,2014,Transit,Kepler,876.9715143599999,1.968615e+30,660915000.0,2,solar,G,2025-10-29 17:25:48,-0.07401900407952133,1.8815371096827205,0.19403466480102952,-0.15473313806159555,few
Kepler-955,5350.0,0.02,0.89,0.84,550.383,2016,Transit,Kepler,1795.10717748,1.7697649999999999e+30,584388000.0,1,solar,G,2025-10-29 17:25:48,-0.09956190435036427,-0.001617467967362149,-0.22011328350056367,-0.4133210229602771,single
Kepler-1184,5983.0,-0.04,1.05,1.07,1157.84,2016,Transit,Kepler,3776.3646304,2.087925e+30,744399000.0,1,sub-solar,G,2025-10-29 17:25:48,0.47789009105833524,-0.37575413902366994,0.4425234337819857,0.1273627363733301,single
Kepler-365,6012.0,-0.218,1.02,1.048,1038.99,2014,Transit,Kepler,3388.7282244,2.0282700000000003e+30,729093600.0,2,sub-solar,F,2025-10-29 17:25:48,0.5043452377674226,-1.4856929298240498,0.31827904929150763,0.07564515939359372,few
Kepler-532,5192.0,0.0,0.87,0.79,312.798,2016,Transit,Kepler,1020.20944488,1.7299949999999998e+30,549603000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.24369684159297805,-0.1263296916527981,-0.30294287316088236,-0.5308609706414958,single
Kepler-502,6125.0,0.05,1.15,1.22,1591.04,2016,Transit,Kepler,5189.272422399999,2.286775e+30,848754000.0,1,solar,F,2025-10-29 17:25:48,0.6074290852890388,0.18545086756079177,0.8566713820835784,0.47998257941698663,single
Kepler-1871,5741.0,0.12,1.02,0.946,854.623,2021,Transit,Kepler,2787.40419188,2.0282700000000003e+30,658132200.0,1,solar,G,2025-10-29 17:25:48,0.25712645300319265,0.6219436504598175,0.31827904929150763,-0.16413633387609308,single
Kepler-474,5785.0,-0.01,0.99,1.08,841.496,2016,Transit,Kepler,2744.58969376,1.968615e+30,751356000.0,1,sub-solar,G,2025-10-29 17:25:48,0.29726529628594583,-0.18868580349551606,0.19403466480102952,0.1508707259095739,single
Kepler-1235,5541.0,0.01,0.93,0.9,540.604,2016,Transit,Kepler,1763.21238224,1.849305e+30,626130000.0,1,solar,G,2025-10-29 17:25:48,0.07467716535431441,-0.06397357981008012,-0.0544541041799262,-0.2722730857428143,single
Kepler-555,5894.0,0.0,1.03,1.04,973.121,2016,Transit,Kepler,3173.8925287599995,2.048155e+30,723528000.0,1,sub-solar,G,2025-10-29 17:25:48,0.3967001580545845,-0.1263296916527981,0.359693844121667,0.05683876776459868,single
Kepler-1625,5677.0,0.01,0.96,0.94,2310.11,2016,Transit,Kepler,7534.5623716,1.9089600000000002e+30,653958000.0,1,solar,G,2025-10-29 17:25:48,0.1987426809555516,-0.06397357981008012,0.06979028031055143,-0.17824112759783936,single
Kepler-302,5740.0,0.16,1.021,1.22,1402.58,2014,Transit,Kepler,4574.598824799999,2.0302585e+30,848754000.0,2,solar,G,2025-10-29 17:25:48,0.25621420656494825,0.8713680978306894,0.3224205287745231,0.47998257941698663,few
Kepler-683,5703.0,-0.03,0.96,0.95,1023.07,2016,Transit,Kepler,3336.8041892,1.9089600000000002e+30,660915000.0,1,sub-solar,G,2025-10-29 17:25:48,0.22246108834990577,-0.313398027180952,0.06979028031055143,-0.15473313806159555,single
Kepler-120,4096.0,-0.12,0.654,0.534,388.63,2014,Transit,Kepler,1267.5400628,1.300479e+30,371503800.0,2,sub-solar,K,2025-10-29 17:25:48,-1.2435189379088307,-0.8746030337654136,-1.1975024414923237,-1.1326655027693366,few
Kepler-1977,4805.0,-0.06,0.769,0.688,592.711,2023,Transit,Kepler,1933.16248916,1.5291565e+30,478641600.0,1,sub-solar,K,2025-10-29 17:25:48,-0.5967362131935574,-0.5004663627091058,-0.7212323009454915,-0.7706424639111826,single
Kepler-814,6162.0,0.01,1.15,1.22,2055.77,2016,Transit,Kepler,6705.017201199999,2.286775e+30,848754000.0,1,solar,F,2025-10-29 17:25:48,0.6411822035040813,-0.06397357981008012,0.8566713820835784,0.47998257941698663,single
Kepler-1802,4245.0,0.0,0.649,0.637,636.694,2021,Transit,Kepler,2076.61568264,1.2905364999999998e+30,443160900.0,2,sub-solar,K,2025-10-29 17:25:48,-1.1075942186104164,-0.1263296916527981,-1.2182098389074034,-0.8905332105460257,few
Kepler-627,6424.0,0.05,1.3,1.49,984.307,2016,Transit,Kepler,3210.37633892,2.5850500000000003e+30,1036593000.0,1,solar,F,2025-10-29 17:25:48,0.8801907703241117,0.18545086756079177,1.477893304535969,1.1146982968955688,single
Kepler-595,5138.5,0.406,0.93,0.821,643.009,2020,Transit,Kepler,2097.21243404,1.849305e+30,571169700.0,2,solar,K,2025-10-29 17:25:48,-0.292502026039053,2.4053284491615514,-0.0544541041799262,-0.45798620307914034,few
Kepler-737,3813.0,-0.24,0.51,0.48,205.118,2016,Transit,Kepler,669.00466408,1.014135e+30,333936000.0,1,sub-solar,M,2025-10-29 17:25:48,-1.5016846799319934,-1.6228763758780291,-1.793875487046618,-1.2596086462650533,single
Kepler-1175,5453.0,-0.04,0.9,0.86,1121.89,2016,Transit,Kepler,3659.1115484,1.78965e+30,598302000.0,1,sub-solar,G,2025-10-29 17:25:48,-0.005600521211191998,-0.37575413902366994,-0.1786984886704043,-0.3663050438877895,single
Kepler-1138,5582.0,0.04,0.95,0.92,872.328,2016,Transit,Kepler,2845.15011168,1.889075e+30,640044000.0,1,solar,G,2025-10-29 17:25:48,0.11207926932233445,0.12309475571807378,0.028375485480392065,-0.2252571066703267,single
Kepler-843,5830.0,0.05,1.02,1.03,1165.66,2016,Transit,Kepler,3801.8700296,2.0282700000000003e+30,716571000.0,1,solar,G,2025-10-29 17:25:48,0.3383163860069434,0.18545086756079177,0.31827904929150763,0.033330778228354875,single
Kepler-1949,6028.0,0.14,1.194,1.454,2617.35,2021,Transit,Kepler,8536.644065999999,2.374269e+30,1011547800.0,1,solar,F,2025-10-29 17:25:48,0.5189411807793328,0.7466558741452535,1.0388964793362796,1.030069534565091,single
Kepler-1496,6182.0,0.05,1.18,1.27,1307.66,2016,Transit,Kepler,4265.0115496,2.3464300000000002e+30,883539000.0,1,solar,F,2025-10-29 17:25:48,0.6594271322689691,0.18545086756079177,0.9809157665740565,0.5975225270982056,single
Kepler-1910,4234.0,-0.02,0.636,0.639,623.901,2021,Transit,Kepler,2034.89054556,1.2646859999999999e+30,444552300.0,1,sub-solar,K,2025-10-29 17:25:48,-1.1176289294311046,-0.25104191533823406,-1.2720490721866107,-0.8858316126387771,single
Kepler-1655,6148.0,-0.24,1.03,1.03,213.26,2018,Transit,Kepler,695.5602855999999,2.048155e+30,716571000.0,1,sub-solar,F,2025-10-29 17:25:48,0.6284107533686598,-1.6228763758780291,0.359693844121667,0.033330778228354875,single
Kepler-1954,5840.0,-0.24,0.942,0.849,1373.83,2021,Transit,Kepler,4480.8289748,1.873167e+30,590649300.0,1,sub-solar,G,2025-10-29 17:25:48,0.3474388503893873,-1.6228763758780291,-0.004756350383735427,-0.3921638323776577,single
Kepler-366,6209.0,-0.06,1.088,1.048,1856.28,2014,Transit,Kepler,6054.3685968,2.163488e+30,729093600.0,2,sub-solar,F,2025-10-29 17:25:48,0.6840577861015676,-0.5004663627091058,0.5998996541365913,0.07564515939359372,few
KOI-2513,5900.0,-0.37,0.91,1.2,1369.87,2023,Transit,Kepler,4467.9131972,1.809535e+30,834840000.0,1,sub-solar,G,2025-10-29 17:25:48,0.4021736366840508,-2.4335058298333627,-0.13728369384024494,0.432966600344499,single
Kepler-1587,5933.0,0.07,1.08,1.22,1026.48,2016,Transit,Kepler,3347.9261088,2.14758e+30,848754000.0,1,solar,G,2025-10-29 17:25:48,0.4322777691461157,0.3101630912462277,0.5667678182724638,0.47998257941698663,single
Kepler-1237,5472.0,0.12,0.94,0.9,1064.31,2016,Transit,Kepler,3471.3109236,1.8691900000000002e+30,626130000.0,1,solar,G,2025-10-29 17:25:48,0.011732161115451431,0.6219436504598175,-0.013039309349767299,-0.2722730857428143,single
Kepler-1678,5754.0,0.0,1.03,0.834976,847.339,2020,Transit,Kepler,2763.64698884,2.048155e+30,580892803.2,1,sub-solar,G,2025-10-29 17:25:48,0.2689856567003697,-0.1263296916527981,0.359693844121667,-0.4251314369032858,single
Kepler-260,5250.0,0.29,1.013,0.862,627.365,2014,Transit,Kepler,2046.1885894,2.0143505e+30,599693400.0,2,solar,G,2025-10-29 17:25:48,-0.1907865481748034,1.6819975517860228,0.2892886929103956,-0.3616034459805407,few
Kepler-41,5750.0,0.38,1.15,1.29,1093.08,2011,Transit,Kepler,3565.1460047999994,2.286775e+30,897453000.0,1,solar,G,2025-10-29 17:25:48,0.26533667094739216,2.2432025583704847,0.8566713820835784,0.6445385061706932,single
Kepler-431,6004.0,0.07,1.071,1.092,486.546,2015,Transit,Kepler,1586.8989717599998,2.1296835e+30,759704400.0,3,solar,F,2025-10-29 17:25:48,0.49704726626146745,0.3101630912462277,0.52949450292532,0.17908031335306646,few
Kepler-478,5210.0,-0.03,0.85,0.8,420.0,2016,Transit,Kepler,1369.8552,1.6902249999999998e+30,556560000.0,1,sub-solar,G,2025-10-29 17:25:48,-0.22727640570457902,-0.313398027180952,-0.38577246282120115,-0.5073529811052521,single
Kepler-1015,6769.0,0.06,1.49,1.81,739.357,2016,Transit,Kepler,2411.45721692,2.962865e+30,1259217000.0,1,solar,F,2025-10-29 17:25:48,1.1949157915184265,0.2478069794035097,2.264774406308996,1.86695396205537,single
Kepler-1818,6047.0,-0.08,1.021,1.129,1034.59,2021,Transit,Kepler,3374.3773604,2.0302585e+30,785445300.0,1,sub-solar,F,2025-10-29 17:25:48,0.5362738631059762,-0.6251785863945418,0.3224205287745231,0.2660598746371683,single
Kepler-1789,5436.0,0.12,0.92,0.888,611.461,2021,Transit,Kepler,1994.31673916,1.82942e+30,617781600.0,1,solar,G,2025-10-29 17:25:48,-0.021108710661346647,0.6219436504598175,-0.09586889901008556,-0.3004826731863069,single
Kepler-19,5544.0,-0.08,0.936,0.859,218.562,2011,Transit Timing Variations,Kepler,712.85307672,1.861236e+30,597606300.0,2,sub-solar,G,2025-10-29 17:25:48,0.07741390466904759,-0.6251785863945418,-0.029605227281830584,-0.3686558428414139,few
Kepler-1727,5349.0,-0.12,0.824,0.82,894.187,2021,Transit,Kepler,2916.44455172,1.638524e+30,570474000.0,1,sub-solar,G,2025-10-29 17:25:48,-0.10047415078860866,-0.8746030337654136,-0.4934509293796155,-0.46033700203276473,single
Kepler-1218,5986.0,-0.02,1.06,1.1,840.503,2016,Transit,Kepler,2741.35096468,2.1078100000000003e+30,765270000.0000001,1,sub-solar,G,2025-10-29 17:25:48,0.4806268303730684,-0.25104191533823406,0.4839382286121451,0.19788670498206148,single
Kepler-767,5694.0,-0.05,0.96,0.94,2251.03,2016,Transit,Kepler,7341.8694068,1.9089600000000002e+30,653958000.0,1,sub-solar,G,2025-10-29 17:25:48,0.21425087040570626,-0.43811025086638794,0.06979028031055143,-0.17824112759783936,single
Kepler-1541,5282.0,-0.04,0.86,0.81,416.692,2016,Transit,Kepler,1359.06595952,1.7101099999999998e+30,563517000.0,1,sub-solar,G,2025-10-29 17:25:48,-0.16159466215098287,-0.37575413902366994,-0.3443576679910418,-0.4838449915690083,single
Kepler-531,4893.0,-0.03,0.78,0.75,252.762,2016,Transit,Kepler,824.39842872,1.55103e+30,521775000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.516458526628051,-0.313398027180952,-0.6756760266323162,-0.6248929287864711,single
Kepler-1182,5924.0,0.01,1.04,1.05,1545.39,2016,Transit,Kepler,5040.3822084,2.0680400000000003e+30,730485000.0,1,solar,G,2025-10-29 17:25:48,0.4240675512019162,-0.06397357981008012,0.40110863895182636,0.08034675730084248,single
Kepler-727,5441.0,-0.01,0.89,0.86,831.842,2016,Transit,Kepler,2713.10259352,1.7697649999999999e+30,598302000.0,1,sub-solar,G,2025-10-29 17:25:48,-0.01654747847012469,-0.18868580349551606,-0.22011328350056367,-0.3663050438877895,single
Kepler-892,4747.0,-0.04,0.75,0.72,570.727,2016,Transit,Kepler,1861.46035412,1.491375e+30,500904000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.6496465066117321,-0.37575413902366994,-0.7999204111227943,-0.6954168973952025,single
Kepler-1990,5751.0,0.21,1.028,1.071,392.739,2023,Transit,Kepler,1280.9418128399998,2.044178e+30,745094700.0,2,solar,G,2025-10-29 17:25:48,0.26624891738563655,1.183148657044279,0.3514108851556351,0.1297135353269542,few
Kepler-1688,4632.11,-0.046,0.814,0.746,567.44687087,2020,Transit,Kepler,1850.762016154757,1.618639e+30,518992200.0,1,sub-solar,K,2025-10-29 17:25:48,-0.7544544999016305,-0.4131678061293007,-0.5348657242097749,-0.6342961246009686,single
Kepler-1191,5308.0,-0.08,0.85,0.81,955.536,2016,Transit,Kepler,3116.53799616,1.6902249999999998e+30,563517000.0,1,sub-solar,G,2025-10-29 17:25:48,-0.1378762547566287,-0.6251785863945418,-0.38577246282120115,-0.4838449915690083,single
Kepler-1891,5516.0,-0.14,0.873,0.827,596.24,2021,Transit,Kepler,1944.6725344,1.7359604999999997e+30,575343900.0,1,sub-solar,G,2025-10-29 17:25:48,0.05187100439820464,-0.9993152574508497,-0.2905184347118346,-0.44388140935739406,single
Kepler-876,5060.0,-0.03,0.81,0.77,820.913,2016,Transit,Kepler,2677.45700428,1.610685e+30,535689000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.3641133714412377,-0.313398027180952,-0.5514316421418382,-0.5778769497139835,single
Kepler-1337,4523.0,-0.09,0.7,0.67,601.629,2016,Transit,Kepler,1962.24908124,1.3919500000000002e+30,466119000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.8539897087784757,-0.6875346982372598,-1.0069943852735912,-0.8129568450764213,single
Kepler-1456,4231.0,-0.09,0.64,0.62,370.312,2016,Transit,Kepler,1207.79480672,1.27264e+30,431334000.0,1,sub-solar,K,2025-10-29 17:25:48,-1.1203656687458379,-0.6875346982372598,-1.2554831542545468,-0.9304967927576403,single
Kepler-357,5036.0,0.06,0.794,0.834,688.573,2014,Transit,Kepler,2245.82215388,1.578869e+30,580213800.0,3,solar,K,2025-10-29 17:25:48,-0.38600728595910305,0.2478069794035097,-0.6176953138700931,-0.4274258166820234,few
Kepler-1997,6215.0,-0.06,1.111,1.052,1502.34,2023,Transit,Kepler,4899.9720504,2.2092235e+30,731876400.0,1,sub-solar,F,2025-10-29 17:25:48,0.689531264731034,-0.5004663627091058,0.6951536822459574,0.08504835520809124,single
Kepler-1366,4070.0,-0.02,0.62,0.6,465.826,2016,Transit,Kepler,1519.31944856,1.2328700000000001e+30,417420000.0,1,sub-solar,K,2025-10-29 17:25:48,-1.2672373453031849,-0.25104191533823406,-1.3383127439148657,-0.9775127718301279,single
Kepler-1593,4995.0,0.02,0.81,0.77,638.249,2016,Transit,Kepler,2081.68740844,1.610685e+30,535689000.0,1,solar,K,2025-10-29 17:25:48,-0.4234093899271231,-0.001617467967362149,-0.5514316421418382,-0.5778769497139835,single
Kepler-1510,6200.0,0.04,1.19,1.28,1696.25,2016,Transit,Kepler,5532.421149999999,2.366315e+30,890496000.0,1,solar,F,2025-10-29 17:25:48,0.6758475681573681,0.12309475571807378,1.022330561404216,0.6210305166344494,single
Kepler-1302,5236.0,0.04,0.86,0.82,634.58,2016,Transit,Kepler,2069.7207448,1.7101099999999998e+30,570474000.0,1,solar,G,2025-10-29 17:25:48,-0.20355799831022486,0.12309475571807378,-0.3443576679910418,-0.46033700203276473,single
Kepler-977,5315.0,-0.01,0.87,0.83,568.751,2016,Transit,Kepler,1855.01551156,1.7299949999999998e+30,577431000.0,1,sub-solar,G,2025-10-29 17:25:48,-0.13149052968891797,-0.18868580349551606,-0.30294287316088236,-0.4368290124965209,single
Kepler-1004,4972.0,-0.04,1.11,3.39,1152.68,2016,Transit,Kepler,3759.5349808,2.207235e+30,2358423000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.4443910580067441,-0.37575413902366994,0.691012202762942,5.5812163087818885,single
Kepler-785,4739.0,-0.02,0.77,0.71,642.051,2016,Transit,Kepler,2094.08785956,1.531145e+30,493947000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.6569444781176872,-0.25104191533823406,-0.7170908214624756,-0.7189248869314463,single
Kepler-165,5211.0,-0.25,0.746,0.77,560.885,2014,Transit,Kepler,1829.3600806,1.483421e+30,535689000.0,2,sub-solar,G,2025-10-29 17:25:48,-0.22636415926633463,-1.6852324877207472,-0.8164863290548581,-0.5778769497139835,few
Kepler-1178,4990.0,-0.05,0.8,0.75,482.287,2016,Transit,Kepler,1573.0079877199998,1.5908e+30,521775000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.4279706221183451,-0.43811025086638794,-0.5928464369719975,-0.6248929287864711,single
Kepler-1500,5845.0,-0.05,1.0,1.0,1217.82,2016,Transit,Kepler,3971.9929992,1.9885e+30,695700000.0,1,sub-solar,G,2025-10-29 17:25:48,0.3520000825806093,-0.43811025086638794,0.23544945963118888,-0.03719319038037653,single
Kepler-1911,5721.0,0.0,0.954,0.972,269.912,2021,Transit,Kepler,880.3341827199998,1.897029e+30,676220400.0,1,sub-solar,G,2025-10-29 17:25:48,0.2388815242383048,-0.1263296916527981,0.04494140341245581,-0.10301556108185918,single
Kepler-371,5666.0,-0.1975,0.876,0.992,813.192,2014,Transit,Kepler,2652.27449952,1.741926e+30,690134400.0,2,sub-solar,G,2025-10-29 17:25:48,0.1887079701348633,-1.357862900546478,-0.27809399626278675,-0.05599958200937158,few
